"","tweetsdf2.text","id"
"8549","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8549
"8550","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8550
"8551","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8551
"8552","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8552
"8553","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8553
"8554","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8554
"8555","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8555
"8556","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8556
"8557","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8557
"8558","@romanticskeptc It’s time to tell @Starbucks to get out of Trump Tower. @slpng_giants @GrabYourWallet #starbexit Go‼️",8558
"8559","Starbucks: 30% Off Coupon: https://t.co/NSxoGtXvnz",8559
"8560","RT @laurenduca: So, Seth Abramson walks into a Starbucks https://t.co/qZEYYT4hJ7",8560
"8561","RT @amandamull: The most disturbing thing I’ve seen on the subway was a guy in a suit who ate a whole Starbucks muffin like an apple includ…",8561
"8562","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8562
"8563","RT @nytimes: 29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co…",8563
"8564","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8564
"8565","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8565
"8566","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8566
"8567","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8567
"8568","When I go to Starbucks my name is either Black or Master, they never fuck that shit up",8568
"8569","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8569
"8570","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8570
"8571","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8571
"8572","What do you do when you order a Triple Venti Skinny Latte and Starbucks is out of Nonfat Milk? Part: https://t.co/UdYDAqGFKq via",8572
"8573","What do you do when you order a Triple Venti Skinny Latte and Starbucks is out of Nonfat Milk?: https://t.co/3goUrClyAH via @YouTube",8573
"8574","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8574
"8575","RT @nytimes: 29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co…",8575
"8576","@DJ4Mile Stir hot chocolate with a candycane it's an easy way to get peppermint hot chocolate without buying it from Starbucks",8576
"8577","RT @nytimes: 29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co…",8577
"8578","@EricJGrimm I GOT A LOT OF STARBUCKS LOVERS",8578
"8579","@Starbucks I appreciate your corporate ideals &amp; the way you treat your employees.  It's why I don't mind paying mor… https://t.co/nleciuO6fp",8579
"8580","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8580
"8581","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8581
"8582","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8582
"8583","The guy at Starbucks gave me a free hot chocolate because I guess he messed up the persons order and their name was… https://t.co/dvcpF2OVkI",8583
"8584","RT @FoxBusiness: Starbucks opens largest store in the world   https://t.co/T5x4OM74SP",8584
"8585","@FoxNews @TomiLahren Ohh look it's a Starbucks cup! 
Don't start crying conservatives.
❄️❄️❄️❄️",8585
"8586","RT @OliverMoy: Any KPop groups looking for another member? haha https://t.co/INpM5epVpP",8586
"8587","RT @BeccaRamaglia: I should probably stop showing up late to things with a Starbucks cup in my hand",8587
"8588","RT @OliverMoy: Let's see where Twitter lives 

RETWEET IF YOU'RE FROM NORTH AMERICA 

FAVORITE IF YOU'RE FROM EUROPE 

RETWEET IF YOU'…",8588
"8589","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8589
"8590","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8590
"8591","Nike just dumped Trump. We can't let this momentum go to waste. Tell Starbucks: Move OUT of Trump Tower. https://t.co/us3lxV3Fq9",8591
"8592","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8592
"8593","I made a girlfriend today at Starbucks",8593
"8594","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8594
"8595","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8595
"8596","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8596
"8597","They should put Justin Timberlake inside a Starbucks for the ultimate hipster experience.",8597
"8598","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8598
"8599","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8599
"8600","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8600
"8601","Starbucks Offering Its Highest Status After Single Purchase https://t.co/cnUjIpyH5y",8601
"8602","RT @verona_mw: Today the barista at Starbucks asked me what cup size and I was about to fight him till I realized he was talking about my l…",8602
"8603","RT @munchies: New cars can make restaurant reservations and place your order at Starbucks https://t.co/0E6oWluUuT https://t.co/TIJZ9Exh39",8603
"8604","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8604
"8605","Today the barista at Starbucks asked me what cup size and I was about to fight him till I realized he was talking about my latte",8605
"8606","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8606
"8607","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8607
"8608","RT @kittnkaboodle_: “Stop being offended and just enjoy the show! You’re ruining the fun!”
“Starbucks is waging a war on Christmas!”
“All l…",8608
"8609","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8609
"8610","RT @nytimes: 29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co…",8610
"8611","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8611
"8612","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8612
"8613","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8613
"8614","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8614
"8615","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8615
"8616","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8616
"8617","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8617
"8618","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8618
"8619","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8619
"8620","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8620
"8621","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8621
"8622","RT @nytimes: 29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co…",8622
"8623","Honestly Starbucks snickerdoodle hot chocolate changed my life",8623
"8624","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8624
"8625","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8625
"8626","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8626
"8627","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8627
"8628","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8628
"8629","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8629
"8630","RT @FoxBusiness: Starbucks opens largest store in the world   https://t.co/T5x4OM74SP",8630
"8631","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8631
"8632","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8632
"8633","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8633
"8634","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8634
"8635","RT @munchies: New cars can make restaurant reservations and place your order at Starbucks https://t.co/0E6oWluUuT https://t.co/TIJZ9Exh39",8635
"8636","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8636
"8637","New cars can make restaurant reservations and place your order at Starbucks https://t.co/0E6oWluUuT https://t.co/TIJZ9Exh39",8637
"8638","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8638
"8639","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8639
"8640","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8640
"8641","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8641
"8642","@Beaux_Banks I see u @Starbucks  What’s the drink of choice? ",8642
"8643","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8643
"8644","RT @DimplesBePlayin: These white girls in my mentions talking about “you’re jealous of her body” Sis I’m thick, chocolate &amp; squishy if I wa…",8644
"8645","RT @nytimes: 29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co…",8645
